pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	part_d_model_demo	part_d_enhncd_cvrg_demo	mrx_form_model_type	mrx_drug_ben_yn	mrx_benefit_type	mrx_partd_network_loc	mrx_ltc_attest_flag	mrx_first_fill	mrx_otc_meds_pay_ump_yn	mrx_otc_meds_attest_flag	mrx_formulary_tiers_num	mrx_tier_form_ex	mrx_tier_form_ex_2_yn	mrx_tier_form_ex_2	mrx_ae_oon_cstshr_struct	mrx_ae_cstshr_apply	mrx_form_model_desc	mrx_ae_ooptcs_apply	mrx_alt_ded_charge	mrx_alt_ded_amount	mrx_alt_ded_type_yn	mrx_alt_no_ded_tier	mrx_alt_ded_tier_cstshr_yn	mrx_alt_gen_cstshr_struct	mrx_alt_gen_coins_pct	mrx_alt_gen_copay_amt	mrx_alt_oon_cstshr_struct	mrx_alt_red_cost_sharing	mrx_alt_red_cost_sharing_items	mrx_alt_fulfill_desc	mrx_alt_excl_drugs_yn	mrx_alt_pre_icl_cost_share	mrx_alt_pre_icl_exclud_only_yn	mrx_alt_ira_covg_tier	mrx_alt_cstshr_post_oopt	mrx_gen_loc_rstd	mrx_gen_rstd_1m	mrx_gen_rstd_2m	mrx_gen_rstd_3m	mrx_gen_loc_oon	mrx_gen_oon_1m	mrx_gen_oon_os	mrx_gen_loc_mostd	mrx_gen_mostd_1m	mrx_gen_mostd_2m	mrx_gen_mostd_3m	mrx_gen_loc_ltc	mrx_gen_ltc_1m	mrx_tier_extd_days_gen_yn	mrx_gen_extd_first_fill	mrx_gen_ira_rstd_copay_1m	mrx_gen_ira_rstd_copay_2m	mrx_gen_ira_rstd_copay_3m	mrx_gen_ira_mostd_copay_1m	mrx_gen_ira_mostd_copay_2m	mrx_gen_ira_mostd_copay_3m	mrx_gen_ira_oonp_copay_1m	mrx_gen_ira_oonp_copay_othnum	mrx_gen_ira_ltcp_copay_1m	mrx_gen_ira_rstd_coins_1m	mrx_gen_ira_rstd_coins_2m	mrx_gen_ira_rstd_coins_3m	mrx_gen_ira_mostd_coins_1m	mrx_gen_ira_mostd_coins_2m	mrx_gen_ira_mostd_coins_3m	mrx_gen_ira_oonp_coins_1m	mrx_gen_ira_oonp_coins_othnum	mrx_gen_ira_ltcp_coins_1m	mrx_avg_exp_cost_share_attest	mrx_snp_zerocost_attest	mrx_vaccine_attest	mrx_insulin_attest
H4514	023	0	1	02	01	H4514_023_0	4		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	532.00	2	0100000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 2, 3, 4 and 5, Members pay copays instead of coinsurance on tiers 1 and 2 .	2	3		0001110	1																																		1	1	1	1
H4514	024	0	1	02	01	H4514_024_0	4		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	503.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 .	2	3		0001110	1																																		1	1	1	1
H4514	801	0	1	01	01	H4514_801_0	1				1																																																																				
H4514	803	0	1	01	01	H4514_803_0	1	N	N		2																																																																				
H4514	806	0	1	01	01	H4514_806_0	1				1																																																																				
H4517	001	0	1	20	08	H4517_001_0	2				1																																																																				
H4517	002	0	1	20	08	H4517_002_0	2				1																																																																				
H4518	001	0	1	20	08	H4518_001_0	2				1																																																																				
H4518	002	0	1	20	08	H4518_002_0	2				1																																																																				
H4523	001	0	1	01	01	H4523_001_0	3			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0110000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H4523	015	0	1	01	01	H4523_015_0	3			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0110000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H4523	020	0	1	01	01	H4523_020_0	3			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	300.00	2	0110000	1				3	1	111	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a reduced Part D deductible, waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H4523	021	0	1	01	01	H4523_021_0	3			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0110000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H4523	024	0	1	01	01	H4523_024_0	3			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	300.00	2	0110000	1				3	1	111	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a reduced Part D deductible, waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H4523	027	0	1	01	01	H4523_027_0	3			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	500.00	2	0110000	1				3	1	111	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a reduced Part D deductible, waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H4523	028	0	1	01	01	H4523_028_0	3		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0100000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tier 1. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1	1	1	1
H4523	029	0	1	01	01	H4523_029_0	3		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0100000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tier 1. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1	1	1	1
H4523	030	0	1	01	01	H4523_030_0	3		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0100000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tier 1. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1	1	1	1
H4523	031	0	1	01	01	H4523_031_0	3			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0110000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H4523	034	0	1	01	01	H4523_034_0	3		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0100000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tier 1. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1	1	1	1
H4523	037	0	1	01	01	H4523_037_0	3			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0110000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H4523	038	0	1	01	01	H4523_038_0	3			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0110000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H4523	039	0	1	01	01	H4523_039_0	3			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0110000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H4523	041	0	1	01	01	H4523_041_0	3		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0100000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tier 1. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1	1	1	1
H4523	042	0	1	01	01	H4523_042_0	3			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0110000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H4523	043	0	1	01	01	H4523_043_0	3		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0100000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tier 1. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1	1	1	1
H4523	044	0	1	01	01	H4523_044_0	3		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0110000	1				3	1	101	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a Part D deductible waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1	1	1	1
H4523	801	0	1	01	01	H4523_801_0	1	N	N		2																																																																				
H4523	802	0	1	01	01	H4523_802_0	1				1																																																																				
H4527	001	0	1	02	01	H4527_001_0	4			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	355.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	002	0	1	02	01	H4527_002_0	4			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	355.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	003	0	1	02	01	H4527_003_0	4		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	417.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 .	2	3		0001110	1																																		1	1	1	1
H4527	005	0	1	02	01	H4527_005_0	4			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	355.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	013	0	1	02	01	H4527_013_0	4			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	355.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	015	0	1	02	01	H4527_015_0	4		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	122.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 .	2	3		0001110	1																																		1	1	1	1
H4527	024	0	1	02	01	H4527_024_0	3	N	N		2																																																																				
H4527	037	0	1	02	01	H4527_037_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	520.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	039	0	1	02	01	H4527_039_0	4			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	355.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	040	0	1	02	01	H4527_040_0	4			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	355.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	041	0	1	02	01	H4527_041_0	4			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	355.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	042	0	1	02	01	H4527_042_0	4			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	355.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	045	0	1	02	01	H4527_045_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	440.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	048	0	1	02	01	H4527_048_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	600.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	051	0	1	02	01	H4527_051_0	4			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	203.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	052	0	1	02	01	H4527_052_0	4			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	355.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	053	0	1	02	01	H4527_053_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	600.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	054	0	1	02	01	H4527_054_0	4		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	257.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 .	2	3		0001110	1																																		1	1	1	1
H4527	055	0	1	02	01	H4527_055_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	440.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	056	0	1	02	01	H4527_056_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	440.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	057	0	1	02	01	H4527_057_0	4		N	5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0100000	1				2	1	101	Member's deductible only applies to Tiers 2, 3, 4 and 5, Members pay copays instead of coinsurance on tiers 1 and 2 .	2	3		0001110	1																																		1	1	1	1
H4527	058	0	1	02	01	H4527_058_0	6			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	355.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	059	0	1	02	01	H4527_059_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	520.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4527	801	0	1	01	01	H4527_801_0	1				1																																																																				
H4527	802	0	1	01	01	H4527_802_0	1	N	N		2																																																																				
H4527	803	0	1	01	01	H4527_803_0	1				1																																																																				
H4537	001	0	1	04	01	H4537_001_0	9			5F4	1	4	101101	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0110001	1				2	1	101	Per CMS Guidance for Enhanced Alternative plans, the Contract PBP met all the conditions prescribed by CMS.  In the BPTs, the following plan passed the Actuarial Tests to ensure the plan is Enhanced relative to Defined Standard.  Finally, the Contract PBP passed the OOPC and TBC tests mandated by CMS.	1	3		0001100	1																																		1		1	1
H4537	004	0	1	04	01	H4537_004_0	9		N	5F4	1	3	101101	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		2	455.00	2	0100001	1				2					3		0001100	1																																		1	1	1	1
H4537	005	0	1	04	01	H4537_005_0	8	N	N		2																																																																				
H4538	003	0	1	20	08	H4538_003_0	2				1																																																																				
H4538	004	0	1	20	08	H4538_004_0	2				1																																																																				
H4544	001	0	1	04	01	H4544_001_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	600.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4544	002	0	1	04	01	H4544_002_0	3	N	N		2																																																																				
H4545	001	0	1	20	08	H4545_001_0	2				1																																																																				
H4545	002	0	1	20	08	H4545_002_0	2				1																																																																				
H4604	003	0	1	02	01	H4604_003_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	440.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4604	005	0	1	02	01	H4604_005_0	3	N	N		2																																																																				
H4604	011	0	1	02	01	H4604_011_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	440.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4604	012	0	1	02	01	H4604_012_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	520.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4604	013	0	1	02	01	H4604_013_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	520.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4604	014	0	1	02	01	H4604_014_0	5			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	520.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4604	016	0	1	02	01	H4604_016_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	440.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4604	017	0	1	02	01	H4604_017_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	440.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4604	018	0	1	02	01	H4604_018_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	520.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4604	019	0	1	02	01	H4604_019_0	3	N	N		2																																																																				
H4604	020	0	1	02	01	H4604_020_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	520.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
H4604	022	0	1	02	01	H4604_022_0	4			5F	1	4	110101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	520.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2 and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
